client_name,client_id,account_type,address,phone_number,email,branch_id,servicing_broker_id,status,issued_on,updated_on,avg_days_between_logins,avg_user_sentiment_score
James Davis Jr.,C003792,Personal,"14158 Bush Burg Apt. 406, Hortonshire, GA 22857",(647)687-4130x360,james.davis.jr.@nelson-leonard.biz,B_US00105,S009342,Inactive,2005-04-22,2025-11-28,9.215151984898666,8.713187289159194
Carol Sanchez,C002039,Personal,"0862 Woodward Port Apt. 043, Thomaschester, WA 51421",(839)458-0701,carol.sanchez@nielsen-liu.com,B_US00966,S003505,Prospect,2005-09-13,2025-11-28,7.64003183004609,3.434170546024664
Chris Bates,C007457,Personal,"602 Christopher Tunnel, Paulview, MP 58862",(958)730-8429,chris.bates@davis.com,B_US00749,S003974,Prospect,2005-08-08,2025-11-28,14.097426617281325,6.2552260607030234
Eric Lamb,C005348,Personal,"91570 Angela Plain Apt. 567, Deborahstad, FM 22234",936-710-8538x19255,eric.lamb@graham.com,B_US00749,S009471,Active,2005-08-27,2025-11-28,9.248404786987074,7.613597421927715
Carlos Delgado,C001796,Commercial,"2771 Brandy Greens, Blankenshipville, ME 08977",716.407.8352,carlos.delgado@johns.com,B_US00695,S005522,Prospect,2005-01-25,2025-11-28,22.6516603334127,6.417816349212314
Jorge Smith,C001173,Personal,"974 Gregory Drive, Port Andrew, CO 75118",+1-709-972-2451x778,jorge.smith@davidson.info,B_US00198,S005849,Inactive,2005-07-27,2025-11-28,10.302385849411124,6.919533529526377
Javier Kim,C003872,Commercial,"2858 Bridget Creek, Kennethland, SD 21463",001-434-235-8621x610,javier.kim@brown-price.com,B_US00256,S009041,Prospect,2005-01-02,2025-11-28,16.71376173970314,7.295543794397239
Karen Kent,C008159,Commercial,"5474 Stanley Hills Apt. 741, Lake Robertside, ME 12997",+1-902-209-7376x8161,karen.kent@alvarez.com,B_US00695,S001333,Inactive,2005-10-03,2025-11-28,24.72339966192879,5.234110647776198
Tammy Hunter,C005533,Personal,"89459 Good Branch, West Kyle, MD 41534",343.398.0226x3002,tammy.hunter@williams.biz,B_US00966,S005333,Prospect,2004-12-16,2025-11-28,11.584185261991355,6.33916101122247
Katherine Wilson,C002067,Commercial,"8724 Vincent Park Suite 373, Andersonmouth, PW 97514",764-794-9566x40911,katherine.wilson@smith.biz,B_US00105,S006757,Active,2005-08-21,2025-11-28,13.695385309480876,8.769189260880736
Jackie Schultz,C009541,Commercial,"2492 David Cove, Holdertown, KY 15926",958-733-8087,jackie.schultz@smith.com,B_US00831,S008597,Active,2005-10-07,2025-11-28,14.56738893045409,10.0
Miguel Young DVM,C007580,Commercial,"USNS Anderson, FPO AP 85971",333.342.8756,miguel.young.dvm@owens.com,B_US00198,S001100,Inactive,2005-01-20,2025-11-28,9.349932847967004,6.363587158109045
John Robinson,C001045,Commercial,"88062 Dickson Summit, Ambermouth, DC 78588",588-757-2119,john.robinson@miller-austin.biz,B_US00749,S009996,Active,2005-06-04,2025-11-28,12.084589597315736,5.875270918536124
Sydney Howell,C007103,Personal,"37145 Nicholas Place, Katieview, IN 75915",001-577-432-9525,sydney.howell@lowe-patel.net,B_US00966,S005134,Prospect,2005-06-28,2025-11-28,15.880675056324542,8.345698921235481
Jacqueline Thomas,C001149,Personal,"PSC 8828, Box 3927, APO AE 63455",6026256816,jacqueline.thomas@martin.net,B_US00966,S008879,Prospect,2005-07-03,2025-11-28,7.776732764308721,10.0
Christopher Lawson,C004060,Commercial,"0542 Patrick Terrace Apt. 705, Gabrielshire, TN 53758",001-759-623-0074,christopher.lawson@zuniga.com,B_US00223,S004420,Prospect,2005-01-19,2025-11-28,15.61008281884109,10.0
Spencer Wilson,C001428,Personal,"72041 Matthews Ville Suite 452, Port Dianaport, NJ 52473",(912)466-2931,spencer.wilson@sherman.com,B_US00198,S006269,Prospect,2005-06-28,2025-11-28,21.41299776183586,9.633242901830995
Sonya Peck,C007497,Commercial,"16136 Kim Keys Apt. 603, East Devin, IA 74751",(319)694-9298,sonya.peck@morris.com,B_US00223,S006163,Active,2005-08-10,2025-11-28,20.64619842333468,5.475213118970585
Donald Mcdowell,C006321,Commercial,"USNS Benitez, FPO AE 57959",630.345.6869,donald.mcdowell@henry.com,B_US00225,S004677,Prospect,2005-06-15,2025-11-28,9.855227632095698,6.291426359139276
Benjamin Prince,C001713,Commercial,"49174 Bailey Coves Apt. 529, New Leslie, DE 74036",(670)960-6212,benjamin.prince@riggs.com,B_US00966,S007834,Inactive,2005-10-16,2025-11-28,8.291142728703022,9.32311175704513
Mr. Joseph Richards PhD,C008499,Personal,"2284 Fletcher Summit, East Ianfurt, ND 47053",+1-947-776-5497x388,mr..joseph.richards.phd@martin-smith.com,B_US00256,S002749,Inactive,2005-01-30,2025-11-28,16.691002150031956,5.47138780940522
Jonathan Watts MD,C007867,Commercial,"873 Russell Landing, Lynnburgh, OH 65606",641.913.3106,jonathan.watts.md@rowe.info,B_US00198,S006520,Active,2005-08-24,2025-11-28,17.103923051433465,8.985253799277213
Jesse Jennings,C007865,Commercial,"60921 Melissa Shoal Suite 581, North Michael, VI 20297",902.757.9624,jesse.jennings@little.biz,B_US00198,S003443,Prospect,2005-01-12,2025-11-28,16.707223769645207,10.0
Carrie Garcia,C005939,Personal,"6234 Blankenship Ports, Port Markbury, PA 39897",001-218-276-5451x17298,carrie.garcia@pierce-jones.com,B_US00695,S009561,Active,2005-02-23,2025-11-28,19.67960669556174,7.65137647516665
James Mcintosh,C008122,Commercial,"78028 George Stream, Wisechester, MO 89178",9722219182,james.mcintosh@moore.com,B_US00730,S005253,Inactive,2005-11-08,2025-11-28,10.346012396418388,7.408297170896912
Lisa Friedman,C005819,Commercial,"3048 Charles Ridge Apt. 305, Danaland, AR 48101",8566004453,lisa.friedman@conley-wheeler.info,B_US00198,S003591,Active,2005-08-17,2025-11-28,29.538213773707845,9.870201031788262
James Thomas,C009347,Commercial,"729 York Forges, Lake Jonathanchester, NM 67390",(220)401-2946x748,james.thomas@shepard.net,B_US00695,S002371,Active,2005-01-09,2025-11-28,18.806684122987164,7.977214285720855
Shannon Harrison,C005440,Personal,"Unit 4917 Box 7487, DPO AA 91054",001-265-882-6523,shannon.harrison@trujillo.org,B_US00256,S002706,Active,2005-07-02,2025-11-28,19.296773195931742,5.747883042863647
David Hanson,C008936,Commercial,"83906 Jones Neck Apt. 480, West Frank, HI 81300",(580)327-4748x1339,david.hanson@chan-gonzalez.biz,B_US00198,S003555,Inactive,2005-01-15,2025-11-28,22.78976451975705,8.232818547903959
William Miller,C002702,Commercial,"47831 Randy Lakes, Stephenmouth, IN 42971",425.586.7542x76367,william.miller@davis-baker.com,B_US00223,S009841,Active,2005-04-19,2025-11-28,18.3001735521189,8.1877593159809
Scott Skinner,C005225,Commercial,"252 Cox Bridge, Nolanberg, NY 97516",001-443-734-9861x2770,scott.skinner@lane.com,B_US00831,S005639,Prospect,2005-10-01,2025-11-28,24.27604451289657,8.998438694858526
Melissa Padilla,C001418,Commercial,"916 Wendy Fields, Smithton, MA 40100",001-611-533-5564,melissa.padilla@cooley-webb.com,B_US00256,S005672,Active,2005-06-17,2025-11-28,14.918570075266208,8.252658067525562
Vincent Taylor,C005554,Commercial,"9288 Hoffman Falls Suite 166, South Mary, IN 61673",580.691.1676x68735,vincent.taylor@brock.com,B_US00831,S005094,Inactive,2005-01-05,2025-11-28,10.883542524559282,7.315950691096716
Theresa Castillo,C007341,Commercial,"849 Gordon Inlet, Mackton, NC 30034",8349990087,theresa.castillo@webb.com,B_US00966,S008085,Active,2005-01-19,2025-11-28,13.386324644890626,7.47159131936777
Phyllis Martin,C008866,Personal,"811 Jared Knoll Suite 413, Mariaport, VI 95901",318-876-9531x7405,phyllis.martin@christensen-alexander.org,B_US00730,S004742,Active,2005-04-22,2025-11-28,22.37163895904566,6.020675465136311
Joshua Holden,C001641,Commercial,"602 Snow Fields Apt. 233, Sancheztown, AZ 73743",+1-602-666-9749,joshua.holden@bautista.net,B_US00198,S007972,Active,2005-02-07,2025-11-28,22.76373707482011,8.738730613895376
Clifford Cruz,C003919,Personal,"550 Williams Run, East Matthewchester, MO 12668",001-515-815-0506x55799,clifford.cruz@mitchell-sosa.com,B_US00730,S003900,Inactive,2005-05-01,2025-11-28,10.930574230885611,7.983341576017588
David Ward,C001528,Commercial,"4325 Davis Plaza, Thomasville, NH 47714",500.924.9288,david.ward@jackson.com,B_US00223,S003853,Prospect,2005-11-12,2025-11-28,8.887195408825232,9.830309931056737
Jared Bates,C003810,Personal,"6106 Tyler Isle Apt. 541, Barberstad, GA 40173",403-853-0778x767,jared.bates@stevenson-mccarthy.com,B_US00225,S008831,Inactive,2005-05-17,2025-11-28,1.4335516227712173,7.463642599633726
Joseph Dennis,C007210,Personal,"USCGC Hall, FPO AP 53975",+1-612-316-5396x49969,joseph.dennis@hernandez-cunningham.info,B_US00730,S004360,Prospect,2005-03-18,2025-11-28,6.173526825039746,4.534219371574887
Allison Ramos DVM,C007871,Commercial,"478 Donna Drive Suite 816, New Tina, NY 65550",(651)636-9156x7992,allison.ramos.dvm@gardner.com,B_US00225,S003764,Inactive,2005-04-05,2025-11-28,15.183269810961658,9.217649782151895
Jonathon Benson,C008154,Commercial,"056 Arthur Skyway Apt. 826, Lake Courtneyshire, PR 34278",(866)645-1894x8235,jonathon.benson@cummings.org,B_US00105,S001695,Active,2005-03-13,2025-11-28,1.721934302182916,5.859162106331235
Jeffrey Conner,C007850,Personal,"4679 Caldwell Way, Terryview, PR 31539",4447548792,jeffrey.conner@wong.biz,B_US00695,S002571,Inactive,2005-05-22,2025-11-28,12.416428064199303,6.0158367537854955
Erin Moore,C009563,Personal,"4599 Hunter Divide Apt. 165, Ayersshire, ND 16547",571.409.8762,erin.moore@doyle-martinez.net,B_US00225,S007349,Active,2005-08-12,2025-11-28,19.637250400067398,6.186073647527862
Beverly Donovan,C009729,Personal,"50346 Welch Ridge Suite 050, Katelynborough, OH 53228",780-654-7852x7847,beverly.donovan@mills-cooper.com,B_US00695,S007509,Inactive,2005-11-04,2025-11-28,7.702126419810189,10.0
Troy Gomez,C004788,Personal,"63290 Kayla Plaza, Millerview, TX 15577",383-345-5393x3657,troy.gomez@bush-lawson.com,B_US00749,S002744,Prospect,2004-12-24,2025-11-28,6.89505382488869,6.322432729182346
Sara Lee,C003636,Commercial,"5044 Jacob Mills Suite 373, West Cherylville, WY 26728",8037874880,sara.lee@spencer.org,B_US00225,S003507,Inactive,2005-11-21,2025-11-28,10.358238524930584,8.441312540004162
Steven Jones,C007140,Personal,"3048 Black Vista Suite 863, Sullivanchester, NY 17988",(476)913-3489x01559,steven.jones@martin.com,B_US00223,S007347,Prospect,2005-09-06,2025-11-28,19.414000827905877,8.239280559796796
Andrea Meyers,C005612,Personal,"42140 Cox Divide Suite 909, Georgeport, ID 41137",+1-950-268-9804,andrea.meyers@roman.com,B_US00730,S005737,Prospect,2005-10-05,2025-11-28,21.071996528946215,8.417529678179319
Carmen Mejia,C001313,Commercial,"8223 Li Fields Suite 103, North Travisland, MH 62173",8983932734,carmen.mejia@wagner-stevenson.com,B_US00225,S004870,Prospect,2005-07-04,2025-11-28,23.171869544779465,5.900743041886898
Faith Hunter,C005228,Commercial,"644 Marcus Bypass, New Dylanville, DC 76610",+1-307-492-0877x0400,faith.hunter@todd-ortiz.com,B_US00198,S002194,Active,2005-10-14,2025-11-28,12.73981105745159,6.069131431449094
Riley Stewart II,C004947,Personal,"8605 Myers Isle Apt. 777, Jenniferchester, WV 42937",001-886-251-0069x5845,riley.stewart.ii@maldonado.net,B_US00198,S007819,Active,2005-01-20,2025-11-28,10.648123713050111,6.2996227797989945
Tammy Roberts,C002530,Personal,"23254 Dawn Crossroad Apt. 185, Joshuaview, TX 88484",689-823-0674,tammy.roberts@howard.com,B_US00225,S006030,Inactive,2005-09-05,2025-11-28,9.755243968911987,10.0
Krista Padilla,C001041,Commercial,"08617 Thomas Course Apt. 378, Carlamouth, PR 49294",2327541574,krista.padilla@norton-white.com,B_US00831,S006795,Prospect,2005-03-13,2025-11-28,18.718423217442986,9.941925145469245
Terri Miller,C007423,Personal,"133 Watts Prairie, Port Alexanderborough, OK 91475",549.344.9030,terri.miller@sanford.com,B_US00256,S003957,Active,2004-12-20,2025-11-28,6.050177104412555,7.046719600113264
Michael Freeman,C002064,Commercial,"807 Welch Centers, Alexanderchester, SC 45330",885.744.4781,michael.freeman@barnes.com,B_US00695,S005770,Inactive,2005-07-02,2025-11-28,8.639664607839698,6.316725177470122
Jesus Webb,C007960,Commercial,"746 Lindsey Islands, Rodgershaven, CT 26605",001-977-870-1413x310,jesus.webb@fields.com,B_US00695,S007599,Active,2005-02-13,2025-11-28,10.383135934142551,9.112811138854841
Haley Campbell,C008444,Personal,"995 Cooper Ranch Apt. 754, Hartside, WI 49222",(719)430-6424,haley.campbell@martinez.com,B_US00198,S001072,Inactive,2005-10-22,2025-11-28,19.716943248640828,6.879906002352581
Gabriel Miller,C005605,Commercial,"568 Michelle River Suite 573, Heatherville, KS 76273",4108122435,gabriel.miller@watson.org,B_US00695,S001674,Active,2005-08-07,2025-11-28,20.239073734330493,10.0
Jonathan Rowland,C008253,Commercial,"USCGC Freeman, FPO AA 65837",(234)874-3452,jonathan.rowland@curtis.com,B_US00695,S001738,Active,2004-12-18,2025-11-28,18.380455725286264,6.6771762974079305
Mark Mccoy,C008020,Commercial,"9424 Jasmine Throughway, East James, PA 19553",222.433.5880x91175,mark.mccoy@french.com,B_US00966,S005247,Active,2005-05-14,2025-11-28,4.768371115538741,10.0
Stephanie Watson,C005672,Personal,"68378 Parker Fort Suite 117, Lake Scottville, NV 47586",610.722.3102x4215,stephanie.watson@mcdowell-white.com,B_US00966,S002877,Inactive,2005-03-23,2025-11-28,17.61452357101091,6.480170581292226
David Gonzalez,C003759,Commercial,"176 Weaver Ridges, Cannonburgh, MA 73589",6482336312,david.gonzalez@nguyen.com,B_US00749,S002599,Active,2005-03-04,2025-11-28,9.992569239703199,8.547558025381038
Larry Hicks,C007742,Commercial,"396 Elizabeth Crest Apt. 551, Port Lisa, ID 71076",243-271-3893x428,larry.hicks@garrett.biz,B_US00730,S009641,Active,2005-01-14,2025-11-28,11.569255153526663,6.622842214275193
Melissa Richmond,C003056,Personal,"5526 Devin Road, Daniellehaven, WV 39499",001-637-946-4170x16594,melissa.richmond@bailey.com,B_US00223,S004014,Inactive,2004-12-02,2025-11-28,10.979734766007573,9.320205788486813
Jeffrey Bowen,C007209,Personal,"92333 Chen Neck Apt. 642, Morenoburgh, NY 32179",001-414-916-1578,jeffrey.bowen@green-meyers.com,B_US00749,S009314,Prospect,2005-06-18,2025-11-28,26.312905784477884,3.2688923726712247
Sherri Baker,C007690,Commercial,"986 Samantha Loop Suite 629, Meyerville, NH 75117",001-258-973-6693x7063,sherri.baker@arnold.com,B_US00831,S003871,Prospect,2005-03-12,2025-11-28,14.389309886304726,4.816572989166364
Carrie Lewis,C003689,Commercial,"659 May Crossing Suite 186, Fieldschester, AL 43792",(739)617-9625x737,carrie.lewis@bishop.biz,B_US00966,S006688,Inactive,2005-03-31,2025-11-28,14.2999656110165,8.233841271945543
Summer Brown,C003219,Commercial,"30648 Andrea Squares Apt. 070, Jenniferfort, VA 24983",2453347959,summer.brown@taylor.com,B_US00223,S008661,Inactive,2005-10-12,2025-11-28,18.634799188939176,7.6651539666807995
David Haley,C004998,Personal,"32536 Lewis Ridge, Morganborough, GA 13117",365-347-3326x23580,david.haley@miller.org,B_US00223,S002647,Active,2005-06-27,2025-11-28,15.157322151766571,7.817971977487705
Bernard York,C001404,Commercial,"89068 Mary Parkways, Blackberg, FL 93314",232.303.6593,bernard.york@cox.org,B_US00256,S005026,Prospect,2005-07-02,2025-11-28,14.531138694769757,5.925299095305756
Victor Suarez,C002500,Commercial,"587 Stevens Ford, South Bruce, AK 49788",6862953133,victor.suarez@brown.net,B_US00695,S004964,Active,2005-11-12,2025-11-28,4.61725702776207,7.383196371051448
Kathleen Stephenson,C005466,Personal,"9609 Torres Trail, North Debbie, GA 34597",689.471.3456,kathleen.stephenson@allen-price.com,B_US00223,S009209,Inactive,2005-09-21,2025-11-28,26.047049951072886,5.977288875330714
Denise Johnson,C004717,Commercial,"521 Maria Fall Apt. 925, Jonesburgh, MI 69955",315.234.2723,denise.johnson@gallagher.info,B_US00730,S003410,Inactive,2005-11-16,2025-11-28,16.038776853054483,8.67914804039238
Joanna Torres,C004287,Commercial,"15677 Shaw Inlet, Timothytown, GA 20875",(210)225-5633x85351,joanna.torres@haney-brown.com,B_US00695,S004065,Prospect,2005-06-01,2025-11-28,11.93556748398525,7.121915721005
Ronald Stewart,C002482,Personal,"13351 Sanchez Fall Apt. 970, North Maria, GU 83348",337.426.5776,ronald.stewart@johnson-williams.org,B_US00225,S006077,Prospect,2005-08-26,2025-11-28,17.091226130742612,6.112424639351025
Michael Collins,C004006,Personal,"0693 Baker Extensions Apt. 569, Donaldberg, MT 19119",(223)911-4119x04691,michael.collins@wright.com,B_US00831,S006436,Prospect,2005-11-16,2025-11-28,30.806574475580927,9.8685274263411
William Terrell,C009377,Commercial,"0232 Mclean Alley, Bethside, UT 15917",433-800-8265,william.terrell@martin.net,B_US00966,S001166,Prospect,2005-11-12,2025-11-28,20.395800143976093,8.509893976712121
Jessica Alvarado,C002848,Commercial,"2887 Amber Plains, Port Melissabury, IL 91976",(219)851-1012x101,jessica.alvarado@callahan.net,B_US00831,S004549,Inactive,2005-08-11,2025-11-28,22.80746615512853,10.0
Jason Armstrong,C004036,Personal,"3135 Young Mill Apt. 713, Jenniferfurt, CT 01665",874.301.7474,jason.armstrong@henderson.net,B_US00730,S001559,Active,2005-01-05,2025-11-28,10.241367816472092,7.582765802434798
Christopher Rivera,C002561,Personal,"7997 Schmidt Cove, Jeremyburgh, IL 99681",001-465-404-3312x55641,christopher.rivera@solis.info,B_US00730,S005527,Active,2004-12-13,2025-11-28,30.0536420831843,5.62510381986713
Alexa Romero,C008241,Personal,"1447 Donald Turnpike, Danielmouth, NH 89342",001-675-361-1573x3107,alexa.romero@mathews.org,B_US00831,S006147,Prospect,2005-05-12,2025-11-28,23.432908741505774,7.059980546972664
Jonathan Harding,C009786,Personal,"8309 Roberts Row Apt. 401, Brianton, AZ 71514",001-883-285-9462,jonathan.harding@ellis.org,B_US00256,S003835,Prospect,2005-04-12,2025-11-28,7.497437050156252,6.208525652503505
Joseph Noble,C008998,Commercial,"294 April Unions, Jasonborough, DC 15527",+1-348-788-3662x8627,joseph.noble@palmer.com,B_US00225,S003421,Inactive,2005-07-07,2025-11-28,12.649483706812662,1.2375630881079909
Alison Edwards,C004866,Personal,"877 Jack Cliff Apt. 339, Trevormouth, SC 57559",824.542.1608x987,alison.edwards@miller-rios.info,B_US00256,S009227,Prospect,2005-08-26,2025-11-28,12.98263530443809,9.72620246478286
Dave Hughes,C004995,Commercial,"158 Jennifer Pike Apt. 693, New Nancychester, MO 14312",8228953946,dave.hughes@walter-gomez.com,B_US00749,S001411,Active,2004-12-31,2025-11-28,1.1998798832477569,7.802189743094297
Vanessa Wright,C009226,Commercial,"1049 Bartlett Common Apt. 470, South Stephenberg, MD 24034",(226)709-8175x302,vanessa.wright@garcia-bailey.net,B_US00105,S009050,Active,2005-07-27,2025-11-28,23.4007111702208,5.713051967161824
Jeffrey Montgomery,C009163,Personal,"USNV Cox, FPO AE 56256",(765)844-4033x1683,jeffrey.montgomery@olsen-henry.org,B_US00831,S001615,Inactive,2005-06-02,2025-11-28,7.8559090162302745,6.106154054851979
Amanda Clark,C006722,Commercial,"USCGC Miller, FPO AP 71080",401-739-4516,amanda.clark@ray-sullivan.com,B_US00730,S002177,Inactive,2005-06-22,2025-11-28,11.228078834962293,4.810038276552902
Brittany Herring,C002178,Personal,"Unit 2262 Box 7664, DPO AP 80505",802.711.6067,brittany.herring@ellis.com,B_US00695,S009970,Prospect,2005-11-22,2025-11-28,8.600433914908965,7.55043595715006
Charles Vasquez,C003497,Commercial,"PSC 5360, Box 8301, APO AA 51280",4233581032,charles.vasquez@elliott.com,B_US00256,S008405,Prospect,2005-08-19,2025-11-28,17.614498688220255,5.239967883891531
Teresa Adkins,C005286,Personal,"263 Karen Center Suite 529, Williamsfurt, WY 87025",+1-242-918-1033x35473,teresa.adkins@hancock-williams.com,B_US00966,S001799,Prospect,2005-01-11,2025-11-28,12.53785599894594,8.865092574781668
Cristina Johnson,C005797,Commercial,"22332 Jeremy Vista, West Vanessa, DC 52179",(304)679-7983x58266,cristina.johnson@hughes-webb.net,B_US00831,S008435,Active,2004-12-30,2025-11-28,11.667990610632247,7.080811062945614
Alicia Johnson,C005201,Commercial,"2195 Kirby Burg Apt. 329, West Michelle, MT 88923",+1-607-293-5332x68218,alicia.johnson@weiss-lopez.com,B_US00695,S005136,Active,2005-01-27,2025-11-28,14.475336980112006,10.0
Anthony Washington MD,C008980,Personal,"9849 Julie Land, Kristenhaven, CT 10653",+1-481-921-5523x773,anthony.washington.md@barnes-vazquez.biz,B_US00730,S004972,Active,2005-08-15,2025-11-28,25.45680035728244,7.025862131023524
Sarah Long,C002632,Commercial,"509 Clay Trail, Hayesside, SD 10921",+1-328-260-7671x77995,sarah.long@holmes-fox.com,B_US00105,S009654,Active,2005-10-04,2025-11-28,11.917319015182226,6.739779070023462
Jennifer Armstrong,C007661,Commercial,"745 Swanson Pine, Port Taraton, PA 27139",+1-730-518-3501x3192,jennifer.armstrong@jordan.biz,B_US00105,S005523,Inactive,2005-09-19,2025-11-28,22.012371633068085,9.30443697666359
Katrina Hurst,C007928,Personal,"3413 Young Well, Danielleberg, NY 46638",479.439.0437x611,katrina.hurst@holmes.com,B_US00749,S007588,Prospect,2004-12-08,2025-11-28,8.81083286712505,8.508334281339089
Anna Lee,C008007,Commercial,"Unit 9191 Box 8976, DPO AE 21389",+1-805-568-1318,anna.lee@johnson.info,B_US00223,S009793,Active,2005-08-28,2025-11-28,14.915035301819076,9.075346824649266
Amanda Vasquez,C008246,Commercial,"PSC 4762, Box 3879, APO AA 33647",+1-849-237-8337x34137,amanda.vasquez@ward.org,B_US00966,S001616,Inactive,2005-04-18,2025-11-28,8.967217457773861,6.965961514205468
Wendy Wheeler,C009903,Commercial,"56012 Parker Locks, West Breanna, MO 38635",001-892-227-0762x89985,wendy.wheeler@fitzgerald.org,B_US00223,S008556,Active,2005-02-19,2025-11-28,11.342005901798995,3.3417924676444977
Paul Smith,C005448,Personal,"34460 Curtis Row Apt. 024, West Wesleyhaven, SD 06491",4624198796,paul.smith@proctor.com,B_US00256,S005759,Prospect,2005-09-07,2025-11-28,7.337923498895224,8.232112976153635
Kenneth Ford,C007688,Personal,"651 Martinez Skyway, New Justin, NH 82064",248.241.0142x21768,kenneth.ford@barnes.com,B_US00225,S001114,Prospect,2005-03-04,2025-11-28,24.92624788612566,5.111915295154248
Lori Hale,C006398,Commercial,"158 Louis Circles Apt. 113, Lake Stevenburgh, RI 32122",001-736-589-3313x794,lori.hale@yang.com,B_US00223,S008427,Active,2005-03-31,2025-11-28,5.261451722689163,3.4602532522540215
Harry Tanner,C005341,Personal,"7990 Woods Springs, West Willie, TN 96881",828.576.9183x40486,harry.tanner@marshall.com,B_US00695,S006305,Inactive,2005-06-14,2025-11-28,6.797497464686067,9.047416426623634
Jessica Wright,C006451,Personal,"86919 Heather Ports Apt. 249, Port Adamfurt, MD 21421",527-334-4887x856,jessica.wright@rosario.info,B_US00749,S005850,Inactive,2005-04-20,2025-11-28,15.85612885582253,2.7060712153027353
Jeffrey Walker,C007266,Commercial,"USS Washington, FPO AP 87612",656.554.6946x92079,jeffrey.walker@henson.com,B_US00695,S005541,Active,2005-04-06,2025-11-28,4.9601895853195614,4.34336957983941
Nathan Palmer,C002775,Commercial,"98579 Ashley Burg Apt. 575, Kristinton, MI 08421",6846067281,nathan.palmer@leach.com,B_US00105,S005528,Inactive,2005-09-17,2025-11-28,12.576903679241095,3.2361788385444723
James Rivera,C008982,Personal,"496 Diana Knoll Suite 669, New Edwardmouth, MN 10732",446.211.8168,james.rivera@fletcher-phillips.com,B_US00966,S005001,Active,2005-05-09,2025-11-28,5.3284099570748875,5.330279778036772
Michelle Sullivan,C001586,Commercial,"4814 Dana Terrace Apt. 243, New Donnaside, MN 08884",001-958-402-0318x8455,michelle.sullivan@adams.org,B_US00695,S005032,Active,2005-05-01,2025-11-28,10.901867725765804,7.393439598721937
Hailey Adams,C002230,Commercial,"2633 Shannon Curve Apt. 110, South Jennifer, KY 82131",+1-516-922-9478,hailey.adams@johnson.info,B_US00105,S005946,Prospect,2005-05-18,2025-11-28,9.662999417366912,7.381659126850319
Cory Wells,C005436,Personal,"69138 Jeremy Cove Apt. 308, Lake Andrea, HI 46512",206-737-7498x1617,cory.wells@york.com,B_US00749,S008959,Active,2005-04-11,2025-11-28,5.729528681039902,3.5033993452710352
Brandon Martin,C009139,Commercial,"3141 Brown Ports, Annetteborough, KY 30148",(867)534-1295x7967,brandon.martin@bowers.com,B_US00749,S005506,Prospect,2005-09-16,2025-11-28,12.013582537409444,6.1534420380172214
Joseph Lopez,C004527,Personal,"34705 James Junction Suite 599, Kelleybury, GA 34751",(484)896-6092x403,joseph.lopez@bullock.com,B_US00831,S009190,Active,2005-08-31,2025-11-28,19.66488953869611,8.826006734639758
Brandon Walton,C003548,Commercial,"23008 Armstrong Pass, Port Kristenville, MH 84073",(537)266-8907,brandon.walton@mcmahon.com,B_US00966,S007965,Active,2005-10-20,2025-11-28,14.75518214136018,5.653418446009804
Carrie Cook,C007159,Personal,"9110 Knight Bypass Apt. 350, Lake Melissa, MD 49025",9382232849,carrie.cook@peterson.com,B_US00730,S008364,Inactive,2005-06-26,2025-11-28,17.154162672592946,4.549832401016981
Megan Nelson,C002771,Personal,"3724 Martin Mountains, Tiffanyport, NM 62999",+1-631-898-9692x9712,megan.nelson@bentley.com,B_US00223,S005175,Prospect,2005-08-21,2025-11-28,6.185538958727138,7.129563232880032
Paul Lewis,C008826,Personal,"178 Timothy Plaza, Barneschester, NM 32240",559-915-9940x134,paul.lewis@hester.com,B_US00225,S004498,Prospect,2005-09-04,2025-11-28,16.92590886653345,3.9360092430744453
Tiffany Miller,C005496,Commercial,"USS Wiley, FPO AP 20206",9658449149,tiffany.miller@foster.com,B_US00730,S002240,Prospect,2005-11-08,2025-11-28,1.8959810838956894,5.465543725372403
Sarah Curry,C006198,Commercial,"422 Johnson Drive, Benjaminview, NE 29482",+1-677-619-0542x14693,sarah.curry@martin-mills.com,B_US00256,S005951,Prospect,2005-07-28,2025-11-28,21.275887450682394,8.980972754466432
Angela Delgado,C009791,Personal,"PSC 5724, Box 6818, APO AP 04617",337.557.7017x9792,angela.delgado@willis-freeman.net,B_US00695,S007759,Inactive,2005-10-21,2025-11-28,6.0810420003148025,6.292301204442216
Sue Atkinson,C007990,Personal,"181 Brandi Track, Diazhaven, CA 72204",(933)713-3036,sue.atkinson@griffin-manning.com,B_US00749,S004527,Active,2005-04-13,2025-11-28,22.813693893818595,3.572874201996955
Eric Allen,C006688,Commercial,"316 Lee Pines Apt. 996, South Jenniferbury, CT 08273",744.304.4781x438,eric.allen@duncan.com,B_US00223,S004867,Inactive,2005-02-23,2025-11-28,8.54001100762883,4.425536256306165
Tiffany Davis,C009644,Personal,"56439 Stephanie Trail Apt. 895, West Aprilbury, VA 33141",001-823-602-0866x1155,tiffany.davis@martinez.com,B_US00749,S007217,Prospect,2005-01-20,2025-11-28,15.32043337735309,10.0
Kevin Boone,C005264,Personal,"54694 Lane Hills, Davisburgh, IL 63198",001-910-771-7492x0865,kevin.boone@yang.com,B_US00749,S007440,Active,2005-10-25,2025-11-28,18.10494469649618,6.979143475434926
